IYR,iShares Dow Jones US Real Estate,Specialty - Real Estate,iShares,2000-06-12
IYT,iShares Dow Jones Transportation Average,Specialty - Unaligned,iShares,2003-10-06
IYW,iShares Dow Jones US Technology,Specialty - Technology,iShares,2000-05-15
IYY,iShares Dow Jones U.S. Index,Growth,iShares,2000-06-12
IYZ,iShares Dow Jones US Telecom,Specialty - Communications,iShares,2000-05-22
JCO,JETS Contrarian Opportunities Index,Growth,JETS,2010-04-07
JEM,Barclays GEMS Index ETN,Worldwide Bond,Barclays Bank PLC,2008-02-01
JFT,KEYnotes First Trust Enh 130/30 LgCp ETN,Growth,JPMorgan,2008-05-21
JGBL,PowerShares DB Japan Gov Bond ETN,Worldwide Bond,PowerShares,2011-03-23
JGBT,PowerShares DB 3x Japan Gov Bond ETN,Worldwide Bond,PowerShares,2011-03-23
JJA,iPath DJ-UBS Agriculture TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
JJC,iPath DJ-UBS Copper TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
JJE,iPath DJ-UBS Energy TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
JJG,iPath DJ-UBS Grains TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
JJM,iPath DJ-UBS Ind Metals TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
JJN,iPath DJ-UBS Nickel TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
JJP,iPath DJ-UBS Prec Metals TR Sub-Idx ETN,Specialty - Precious Metals,iPath,2008-06-24
JJS,iPath DJ-UBS Softs TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
JJT,iPath DJ-UBS Tin TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
JJU,iPath DJ-UBS Aluminum TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
JKD,iShares Morningstar Large Core Index,Growth,iShares,2004-06-28
JKE,iShares Morningstar Large Growth Index,Growth,iShares,2004-06-28
JKF,iShares Morningstar Large Value Index,Growth,iShares,2004-06-28
JKG,iShares Morningstar Mid Core Index,Growth,iShares,2004-06-28
JKH,iShares Morningstar Mid Growth Index,Growth,iShares,2004-06-28
JKI,iShares Morningstar Mid Value Index,Growth,iShares,2004-06-28
JKJ,iShares Morningstar Small Core Index,Small Company,iShares,2004-06-28
JKK,iShares Morningstar Small Growth Index,Small Company,iShares,2004-06-28
JKL,iShares Morningstar Small Value Index,Small Company,iShares,2004-06-28
JNK,SPDR Barclays Capital High Yield Bond,Corporate Bond - High Yield,State Street Global Advisors,2007-11-28
JO,iPath DJ-UBS Coffee TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
JPP,SPDR Russell/Nomura PRIME Japan,Pacific Stock,State Street Global Advisors,2006-11-09
JPX,ProShares UltraShort MSCI Pacific ex-Jpn,Growth,ProShares,2009-06-16
JSC,SPDR Russell/Nomura Small Cap Japan,Pacific Stock,State Street Global Advisors,2006-11-09
JXI,iShares S&P Global Utilities,Specialty - Utility,iShares,2006-09-12
JYF,WisdomTree Dreyfus Japanese Yen,Worldwide Bond,WisdomTree Trust,2008-05-21
JYN,iPath JPY/USD Exchange Rate ETN,Worldwide Bond,iPath,2007-05-08
KBE,SPDR KBW Bank,Specialty - Financial,State Street Global Advisors,2005-11-08
KBWD,PowerShares KBW Hi Div Yield Financial,Growth,PowerShares,2010-12-02
KBWP,PowerShares KBW Prop & Casuality Insur,Growth,PowerShares,2010-12-02
KBWX,PowerShares KBW International Financial,Growth,PowerShares,2010-12-02
KBWY,PowerShares KBW Prem Yield Equity REIT,Specialty - Real Estate,PowerShares,2010-12-02
KCE,SPDR KBW Capital Markets,Specialty - Financial,State Street Global Advisors,2005-11-08
KIE,SPDR KBW Insurance,Specialty - Financial,State Street Global Advisors,2005-11-08
KLD,iShares MSCI USA ESG Select Index,Growth,iShares,2005-01-24
KME,SPDR KBW Mortgage Finance,Specialty - Financial,State Street Global Advisors,2009-04-29
KOL,Market Vectors Coal ETF,Specialty - Natural Resources,Van Eck,2008-01-10
KRE,SPDR KBW Regional Banking,Specialty - Financial,State Street Global Advisors,2006-06-19
KROO,IQ Australia Small Cap ETF,Pacific Stock,IndexIQ,2010-03-23
KRS,ProShares Short KBW Regional Banking,Specialty - Financial,ProShares,2010-04-20
KRU,ProShares Ultra KBW Regional Banking,Specialty - Financial,ProShares,2010-04-20
KWT,Market Vectors Solar Energy ETF,Specialty - Natural Resources,Van Eck,2008-04-21
KXI,iShares S&P Global Consumer Staples,World Stock,iShares,2006-09-12
LAG,SPDR Barclays Capital Aggregate Bond,Multisector Bond,State Street Global Advisors,2007-05-23
LATM,Market Vectors LatAm Small-Cap Index ETF,Foreign Stock,Van Eck,2010-04-06
LBJ,Direxion Daily Latin America Bull 3X Shs,Foreign Stock,Direxion Funds,2009-12-03
LBND,PowerShares DB 3x Lng 25+ Yr Trsy Bd ETN,Government Bond - Treasury,PowerShares,2010-06-28
LBTA,Russell 1000 Low Beta ETF,Growth,Russell,2011-05-25
LD,iPath DJ-UBS Lead TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
LEDD,iPath Pure Beta Lead ETN,Specialty - Natural Resources,iPath,2011-04-20
LGEM,EGShares Basic Materials GEMS ETF,Diversified Emerging Markets,Emerging Global Advisors,2011-06-23
LHB,Direxion Daily Latin America Bear 3X Shs,Foreign Stock,Direxion Funds,2009-12-03
LIT,Global X Lithium ETF,Specialty - Natural Resources,Global X Funds,2010-07-22
LQD,iShares iBoxx $ Invest Grade Corp Bond,Corporate Bond - General,iShares,2002-07-22
LSC,ELEMENTS S&P CTI ETN,Specialty - Natural Resources,Swedish Export Credit Corporation,2008-06-10
LSTK,iPath Pure Beta Livestock ETN,Specialty - Natural Resources,iPath,2011-04-20
LTL,ProShares Ultra Telecommunications,Specialty - Communications,ProShares,2008-03-25
LTPZ,PIMCO 15+ Year US TIPS Index ETF,Government Bond - Treasury,PIMCO,2009-09-03
LVL,Guggenheim S&P Global Dividend Opps Idx,World Stock,Guggenheim Funds,2007-06-25
LVOL,Russell 1000 Low Volatility ETF,Growth,Russell,2011-05-25
LWC,SPDR Barclays Capital Long CorpTerm Bd,Corporate Bond - General,State Street Global Advisors,2009-03-10
LWPE,Russell Low P/E ETF,Growth,Russell,2011-05-17
MATH,Meidell Tactical Advantage ETF,Asset Allocation,AdvisorShares,2011-06-22
MATL,Direxion Daily Basic Matls Bull 3X Shrs,Specialty - Unaligned,Direxion Funds,2011-06-15
MATS,Direxion Daily Basic Matls Bear 3X Shrs,Specialty - Unaligned,Direxion Funds,2011-06-15
MBB,iShares Barclays MBS Bond,Government Bond - Mortgage,iShares,2007-03-13
MBG,SPDR Barclays Cap Mortgage Backed Bond,Government Bond - Mortgage,State Street Global Advisors,2009-01-15
MCHI,iShares MSCI China Index,Pacific Stock,iShares,2011-03-29
MCRO,IQ Hedge Macro Tracker ETF,Growth,IndexIQ,2009-06-09
MDD,SPDR S&P International Mid Cap,Foreign Stock,State Street Global Advisors,2008-05-07
MDY,SPDR S&P MidCap 400,Growth,State Street Global Advisors,1995-05-04
MES,Market Vectors Gulf States Index ETF,Diversified Emerging Markets,Van Eck,2008-07-22
MEXS,Global X Mexico Small-Cap ETF,Foreign Stock,Global X Funds,2011-05-04
MFLA,iPath Long Enhanced MSCI EAFE ETN,Foreign Stock,iPath,2010-11-29
MFSA,iPath Short Enhanced MSCI EAFE ETN,Growth,iPath,2010-11-29
MGC,Vanguard Mega Cap 300 Index ETF,Growth,Vanguard,2007-12-17
MGK,Vanguard Mega Cap 300 Gr Index ETF,Growth,Vanguard,2007-12-17
MGV,Vanguard Mega Cap 300 Value Index ETF,Growth,Vanguard,2007-12-17
MINT,PIMCO Enhanced Short Maturity Strgy ETF,Income,PIMCO,2009-11-16
MKH,Market 2000 HOLDRS,Growth,Merrill Lynch,2000-08-29
MLN,Market Vectors Long Municipal Index ETF,Municipal Bond - National,Van Eck,2008-01-02
MLPG,UBS E-TRACS Alerian Natural Gas MLP ETN,Specialty - Natural Resources,UBS AG,2010-07-13
MLPI,UBS E-TRACS Alerian MLP Infrastrctr ETN,Specialty - Natural Resources,UBS AG,2010-04-01
MLPL,UBS E-TRACS 2x Long Alerian MLP Infr ETN,Specialty - Natural Resources,UBS AG,2010-07-06
MLPN,Credit Suisse Cushing 30 MLP Index ETN,Specialty - Natural Resources,Credit Suisse AG,2010-04-13
MLPS,UBS E-TRACS 1x Shrt Alerian MLP Infr ETN,Specialty - Natural Resources,UBS AG,2010-09-28
MLPW,UBS E-TRACS MLP Wells Fargo ETN,Specialty - Natural Resources,UBS AG,2010-10-29
MLPY,Morgan Stanley Cushing MLP Hi Income ETN,Specialty - Natural Resources,Morgan Stanley,2011-03-16
MNA,IQ Merger Arbitrage ETF,Growth,IndexIQ,2009-11-17
MOO,Market Vectors Agribusiness ETF,Specialty - Unaligned,Van Eck,2007-08-31
MORT,Market Vectors Mortgage REIT ETF,Specialty - Real Estate,Van Eck,2011-08-16
MTK,SPDR Morgan Stanley Technology,Specialty - Technology,State Street Global Advisors,2000-09-25
MUAA,iShares 2012 S&P AMT-Free Municipal Ser,Municipal Bond - National,iShares,2010-01-07
MUAB,iShares 2013 S&P AMT-Free Municipal Ser,Municipal Bond - National,iShares,2010-01-07
MUAC,iShares 2014 S&P AMT-Free Municipal Ser,Municipal Bond - National,iShares,2010-01-07
MUAD,iShares 2015 S&P AMT-Free Municipal Ser,Municipal Bond - National,iShares,2010-01-07
MUAE,iShares 2016 S&P AMT-Free Municipal Ser,Municipal Bond - National,iShares,2010-01-07
MUAF,iShares 2017 S&P AMT-Free Municipal Ser,Municipal Bond - National,iShares,2010-01-07
MUB,iShares S&P National AMT-Free Muni Bd,Municipal Bond - National,iShares,2007-09-07
MUNI,PIMCO Intermediate Muni Bond Strgy ETF,Municipal Bond - National,PIMCO,2009-11-30
MVV,ProShares Ultra MidCap400,Growth,ProShares,2006-06-19
MWJ,Direxion Daily Mid Cap Bull 3X Shares,Growth,Direxion Funds,2009-01-08
MWN,Direxion Daily Mid Cap Bear 3X Shares,Growth,Direxion Funds,2009-01-08
MXI,iShares S&P Global Materials,Specialty - Natural Resources,iShares,2006-09-12
MYY,ProShares Short MidCap400,Growth,ProShares,2006-06-19
MZZ,ProShares UltraShort MidCap400,Growth,ProShares,2006-07-11
NAGS,Teucrium Natural Gas,Specialty - Natural Resources,Teucrium,2011-02-01
NASI,Pax MSCI North America ESG Index ETF,Growth,Pax World,2010-05-18
NFO,Guggenheim Insider Sentiment,Growth,Guggenheim Funds,2006-09-21
NIB,iPath DJ-UBS Cocoa TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
NINI,iPath Pure Beta Nickel ETN,Specialty - Natural Resources,iPath,2011-04-20
NKY,MAXIS Nikkei 225 Index ETF,Pacific Stock,Precidian Funds LLC,2011-07-13
NLR,Market Vectors Uranium+Nuclear Enrgy ETF,Specialty - Natural Resources,Van Eck,2007-08-13
NORW,Global X Norway ETF,Europe Stock,Global X Funds,2010-11-09
NUCL,iShares S&P Global Nuclear Energy Index,Specialty - Utility,iShares,2008-06-24
NUGT,Direxion Daily Gold Miners Bull 2X Shrs,Specialty - Precious Metals,Direxion Funds,2010-12-08
NY,iShares NYSE 100 Index,Growth,iShares,2004-03-29
NYC,iShares NYSE Composite Index,Growth,iShares,2004-03-30
NYF,iShares S&P NY AMT-Free Municipal Bd,Municipal Bond - Single State,iShares,2007-10-04
OEF,iShares S&P 100 Index,Growth,iShares,2000-10-23
OGEM,EGShares Energy GEMS ETF,Specialty - Natural Resources,Emerging Global Advisors,2009-05-21
OIH,Oil Services HOLDRS,Specialty - Natural Resources,Merrill Lynch,2001-02-06
OIL,iPath S&P GSCI Crude Oil TR Index ETN,Specialty - Natural Resources,iPath,2006-08-15
OILZ,UBS E-TRACS Oil Futures Contango ETN,Specialty - Natural Resources,UBS AG,2011-06-15
OLEM,iPath Pure Beta Crude Oil ETN,Specialty - Natural Resources,iPath,2011-04-20
OLO,PowerShares DB Crude Oil Long ETN,Specialty - Natural Resources,PowerShares,2008-06-16
ONEF,Russell Equity ETF,Growth,Russell,2010-05-11
ONEQ,Fidelity Nasdaq Composite Index Tracking,Growth,Fidelity Investments,2003-09-25
ONG,iPath Pure Beta Energy ETN,Specialty - Natural Resources,iPath,2011-04-20
OTP,Guggenheim Ocean Tomo Patent,Growth,Guggenheim Funds,2006-12-15
OTR,Guggenheim Ocean Tomo Growth Index,Growth,Guggenheim Funds,2007-04-02
PAF,PowerShares FTSE RAFI Asia Pacific ex-Jp,Pacific Stock,PowerShares,2007-06-25
PAGG,PowerShares Global Agriculture,Specialty - Natural Resources,PowerShares,2008-09-18
PALL,ETFS Physical Palladium Shares,Specialty - Precious Metals,ETF Securities Ltd,2010-01-08
PAO,PowerShares RiverFront Tactical Bal Gr,Balanced,PowerShares,2008-05-20
PBD,PowerShares Global Clean Energy,Specialty - Natural Resources,PowerShares,2007-06-13
PBE,PowerShares Dynamic Biotech & Genome,Specialty - Health,PowerShares,2005-06-23
PBJ,PowerShares Dynamic Food & Beverage,Specialty - Unaligned,PowerShares,2005-06-23
PBP,PowerShares S&P 500 BuyWrite,Growth,PowerShares,2007-12-20
PBS,PowerShares Dynamic Media,Specialty - Communications,PowerShares,2005-06-23
PBW,PowerShares WilderHill Clean Energy,Specialty - Natural Resources,PowerShares,2005-03-03
PCA,PowerShares RiverFront Tactical Gr & Inc,Growth and Income,PowerShares,2008-05-20
PCEF,PowerShares CEF Income Composite,Income,PowerShares,2010-02-19
PCY,PowerShares Emerging Mkts Sovereign Debt,Worldwide Bond,PowerShares,2007-10-11
PDN,PowerShares FTSE RAFI Dev Mkts ex-US S/M,Foreign Stock,PowerShares,2007-09-27
PDP,PowerShares DWA Technical Leaders,Growth,PowerShares,2007-03-01
PEJ,PowerShares Dynamic Leisure & Entertain,Specialty - Unaligned,PowerShares,2005-06-23
PEK,Market Vectors China ETF,Growth,Van Eck,2010-10-13
PEY,PowerShares Hi-Yield Eq Div Achievers,Growth and Income,PowerShares,2004-12-09
PEZ,PowerShares Dynamic Consumer Disc,Specialty - Unaligned,PowerShares,2006-10-12
PFA,PowerShares Dynamic Developed Intl Opps,Foreign Stock,PowerShares,2007-06-13
PFF,iShares S&P U.S. Preferred Stock Index,Growth and Income,iShares,2007-03-26
PFI,PowerShares Dynamic Financials,Specialty - Financial,PowerShares,2006-10-12
PFM,PowerShares Dividend Achievers,Growth and Income,PowerShares,2005-09-15
PGD,Barclays Asian & Gulf Currency Reval ETN,Worldwide Bond,Barclays Bank PLC,2008-02-05
PGF,PowerShares Financial Preferred,Specialty - Financial,PowerShares,2006-12-01
PGJ,PowerShares Gldn Dragon Halter USX China,Pacific Stock,PowerShares,2004-12-09
PGM,iPath DJ-UBS Platinum TR Sub-Idx ETN,Specialty - Precious Metals,iPath,2008-06-24
PGX,PowerShares Preferred,Growth and Income,PowerShares,2008-01-31
PHB,PowerShares Fundamental High Yld Corp Bd,Corporate Bond - High Yield,PowerShares,2007-11-15
PHO,PowerShares Water Resources,Specialty - Utility,PowerShares,2005-12-06
PIC,PowerShares Dynamic Insurance,Specialty - Financial,PowerShares,2005-10-26
PICB,PowerShares International Corporate Bond,Worldwide Bond,PowerShares,2010-06-03
PID,PowerShares Intl Dividend Achievers,Foreign Stock,PowerShares,2005-09-15
